"year","month","age","tw_g","species","temporada","temporada_inicio"
"2021","1","NA","9400","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","1","NA","9900","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","10700","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","500","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","11100","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","10700","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","9700","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","12200","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","16800","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","9200","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","12200","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","11000","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","10900","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","12500","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","12500","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","8400","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","15600","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","2400","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","6500","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","8500","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","8500","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","9900","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","10700","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","7700","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","9300","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","5000","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","7400","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","9400","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","11300","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","10900","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","10500","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","14600","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","14800","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","4400","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","8200","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","11600","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","7000","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","3300","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","5800","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","10500","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","14000","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","15500","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","3600","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","9900","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","6800","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","15600","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","10600","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","9800","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","11400","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","9500","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","2000","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","8100","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","9200","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","15600","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","8600","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","12800","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","5000","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","9000","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","11700","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","10900","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","7900","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","10200","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","10200","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","10500","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","8000","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","7400","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","9600","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","17900","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","12400","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","10500","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","11600","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","12400","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","11400","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","8600","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","8300","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","11800","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","8600","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","11500","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","10600","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","11500","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","12200","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","6400","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","14700","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","8100","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","11400","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","12700","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","4200","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","4600","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","9900","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","2","NA","8500","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","3","NA","7400","Oncorhynchus tshawytscha","2020-2021","2020"
"2021","3","NA","6700","Oncorhynchus tshawytscha","2020-2021","2020"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","3","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","5","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","5","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","3","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","3","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","3","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","5","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","5","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","3","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","5","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","3","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","5","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","3","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","5","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","3","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","5","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","3","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","3","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","3","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","3","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","3","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","5","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","5","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","3","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","5","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","2","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","NA","3000","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","NA","2700","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","10700","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","2","2100","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","3","5200","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","10000","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","11400","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","4","8500","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","5","13400","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","3","3400","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","1","2","2700","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","4","9300","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","3","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","4","10200","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","4","9800","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","4","8700","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","5","17800","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","5","14000","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","4","8900","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","4","9800","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","4","10400","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","2","2800","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","3","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","3","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","4","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","5","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","2","2500","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","3","5200","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","5","16700","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","2","1700","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","2","2300","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","4","12400","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","3","6300","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","2","2900","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","3","6600","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","4","12100","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","9600","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","5800","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","6800","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","5500","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","3600","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","3300","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","3600","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","NA","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","9300","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","5600","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","14200","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","9800","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","12500","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","8500","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","4500","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","4300","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","2600","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","12300","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","3","6300","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","5","12300","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","2","1900","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","3","2700","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","3","3400","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","3","3000","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","3","2500","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","2","2000","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","2","1700","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","4","10400","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","12100","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","7200","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","10900","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","11900","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","5300","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","2100","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","2400","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","6900","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","5500","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","2900","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","2700","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","2","NA","4400","Oncorhynchus tshawytscha","2021-2022","2021"
"2022","12","5","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2022","12","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2022","12","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2022","12","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2022","12","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2022","12","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2022","12","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2022","12","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2022","12","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2022","12","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2022","12","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2022","12","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2022","12","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2022","12","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2022","12","5","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2022","12","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2022","12","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2022","12","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","3","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","5","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","5","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","3","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","3","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","3","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","3","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","2","3200","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","2","1700","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","2","1700","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","8500","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","8500","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","8300","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","9400","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","5","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","5","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","1","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","5","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","2","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","5","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","5","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","3","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","5","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","5","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","5","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","3","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","3","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","5","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","3","2","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","3","4","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2023","2","NA","NA","Oncorhynchus tshawytscha","2022-2023","2022"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","3","7500","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","2","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","NA","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","3","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","11300","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","3","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","3","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","3","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","3","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","3","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","3","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","3","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","3","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","3","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","3","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","3","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","3","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","2","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","3","4600","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
"2024","1","4","NA","Oncorhynchus tshawytscha","2023-2024","2023"
